ward_no,Areaname,latitude,longitude
2,West Ridge,41.868219921,-87.664046556
2,West Ridge,41.853930752,-87.623841071
2,West Ridge,41.876614821,-87.651030247
2,West Ridge,41.876911126,-87.628301671
2,West Ridge,41.875367424,-87.627620993
2,West Ridge,41.878156422,-87.629995452
2,West Ridge,41.875367424,-87.627620993
2,West Ridge,41.871154737,-87.686772388
2,West Ridge,41.877585867,-87.683123746
2,West Ridge,,
2,West Ridge,41.879383612,-87.634124064
2,West Ridge,41.878278759,-87.67901144
2,West Ridge,41.881770084,-87.635309866
2,West Ridge,41.879383612,-87.634124064
2,West Ridge,41.866996231,-87.62741936
2,West Ridge,,
2,West Ridge,41.857561923,-87.623925743
2,West Ridge,41.866843668,-87.625816668
2,West Ridge,41.857371774,-87.619368728
2,West Ridge,41.871250095,-87.664136109
2,West Ridge,41.87741589,-87.697860959
2,West Ridge,41.877660235,-87.639555302
2,West Ridge,41.841825184,-87.623292218
2,West Ridge,41.873156426,-87.624641873
2,West Ridge,41.839464759,-87.623233908
2,West Ridge,,
2,West Ridge,41.878266673,-87.625161915
2,West Ridge,41.86789576,-87.642212505
2,West Ridge,41.8597088,-87.660086286
2,West Ridge,41.871371147,-87.627514417
2,West Ridge,41.86821682,-87.6304532
2,West Ridge,41.867346388,-87.632166244
2,West Ridge,41.880075611,-87.639628321
2,West Ridge,41.874119819,-87.624223667
2,West Ridge,41.877565108,-87.68479102
2,West Ridge,41.87102983,-87.676368411
2,West Ridge,41.881337502,-87.644109395
2,West Ridge,41.87799992,-87.643098749
2,West Ridge,,
2,West Ridge,41.859815277,-87.623977927
2,West Ridge,41.877284651,-87.659435509
2,West Ridge,41.876433354,-87.657002653
2,West Ridge,41.866937617,-87.624141504
2,West Ridge,,
2,West Ridge,41.870389764,-87.625902397
2,West Ridge,41.885444337,-87.702118509
2,West Ridge,41.871371147,-87.627514417
2,West Ridge,41.871371147,-87.627514417
2,West Ridge,41.86610116,-87.659787932
2,West Ridge,41.875336896,-87.630698309
2,West Ridge,41.88104652,-87.699348928
2,West Ridge,41.87799992,-87.643098749
2,West Ridge,,
2,West Ridge,41.869673429,-87.625888266
2,West Ridge,41.868654042,-87.632394269
2,West Ridge,41.876587174,-87.628727499
2,West Ridge,41.862218265,-87.639087164
2,West Ridge,41.844026941,-87.622100808
2,West Ridge,,
2,West Ridge,41.868541914,-87.639235361
2,West Ridge,41.867234401,-87.641301791
2,West Ridge,41.86821682,-87.6304532
2,West Ridge,41.866574238,-87.639227275
2,West Ridge,,
2,West Ridge,41.881693864,-87.652323905
2,West Ridge,41.863375231,-87.659636657
2,West Ridge,41.883017448,-87.684706507
2,West Ridge,41.879873842,-87.684936591
2,West Ridge,41.836126824,-87.618221478
2,West Ridge,41.86821162,-87.632296303
2,West Ridge,41.866806472,-87.672549413
2,West Ridge,41.866806472,-87.672549413
2,West Ridge,41.879213738,-87.699914179
2,West Ridge,41.873021973,-87.633594919
2,West Ridge,41.878804632,-87.672602078
2,West Ridge,41.881756669,-87.686445186
2,West Ridge,41.873839312,-87.669102656
2,West Ridge,41.866806472,-87.672549413
2,West Ridge,41.876628223,-87.650053381
2,West Ridge,41.863375231,-87.659636657
2,West Ridge,41.863375231,-87.659636657
2,West Ridge,41.864544223,-87.661500368
2,West Ridge,41.875232942,-87.6276188
2,West Ridge,41.864276948,-87.659909872
2,West Ridge,41.877500741,-87.649566735
2,West Ridge,41.877441807,-87.650731367
2,West Ridge,41.872530445,-87.684974098
2,West Ridge,41.867251542,-87.639594427
2,West Ridge,41.877822179,-87.655181405
2,West Ridge,41.878333848,-87.681460096
2,West Ridge,41.883937538,-87.683386186
2,West Ridge,41.862218265,-87.639087164
2,West Ridge,41.879964711,-87.679666232
2,West Ridge,41.877567416,-87.684713886
2,West Ridge,41.875345471,-87.627621234
2,West Ridge,41.871834768,-87.62615082
2,West Ridge,41.880200375,-87.692754859
2,West Ridge,41.841622217,-87.617562101
2,West Ridge,41.877019189,-87.683852858
2,West Ridge,41.877583684,-87.683222911
2,West Ridge,41.866331725,-87.666379171
2,West Ridge,41.863375231,-87.659636657
2,West Ridge,41.867234401,-87.641301791
2,West Ridge,41.876650298,-87.626049998
2,West Ridge,41.876121224,-87.641003973
2,West Ridge,41.878556485,-87.664342629
2,West Ridge,41.873889276,-87.633614833
2,West Ridge,41.880033169,-87.642603169
2,West Ridge,41.866578077,-87.624134464
2,West Ridge,,
2,West Ridge,,
2,West Ridge,41.872868707,-87.629620169
2,West Ridge,41.877578503,-87.629282088
2,West Ridge,41.862708894,-87.621064137
2,West Ridge,41.846716462,-87.618588021
2,West Ridge,41.868165405,-87.62743954
2,West Ridge,41.874420378,-87.638374988
2,West Ridge,41.880239322,-87.662566142
2,West Ridge,,
2,West Ridge,41.87945643,-87.681492752
2,West Ridge,41.866810739,-87.625817031
2,West Ridge,41.839363308,-87.621917587
2,West Ridge,41.85552073,-87.621793612
2,West Ridge,41.869673429,-87.625888266
2,West Ridge,41.863196881,-87.614817819
2,West Ridge,41.877583601,-87.683208224
2,West Ridge,41.871811902,-87.627340674
2,West Ridge,41.865336883,-87.625785555
2,West Ridge,41.86821682,-87.6304532
2,West Ridge,41.855190551,-87.623871195
2,West Ridge,41.875697325,-87.625487699
2,West Ridge,41.855190551,-87.623871195
2,West Ridge,41.883137298,-87.677302008
2,West Ridge,41.879960643,-87.679915975
2,West Ridge,41.879958046,-87.679941707
2,West Ridge,41.879960643,-87.679915975
2,West Ridge,41.879960643,-87.679915975
2,West Ridge,41.88058568,-87.640023065
2,West Ridge,41.87387909,-87.687137807
2,West Ridge,41.877822179,-87.655181405
2,West Ridge,41.883086129,-87.680361526
2,West Ridge,41.876945858,-87.627254796
2,West Ridge,41.879519801,-87.686390634
2,West Ridge,41.850230649,-87.618835191
2,West Ridge,41.877973183,-87.645045179
2,West Ridge,41.884119221,-87.702182965
2,West Ridge,41.881944424,-87.634195294
2,West Ridge,41.870526756,-87.627204283
2,West Ridge,41.875272573,-87.624251314
2,West Ridge,41.8788523,-87.641095671
2,West Ridge,41.853853291,-87.625519384
2,West Ridge,41.876879414,-87.631188135
2,West Ridge,41.853853291,-87.625519384
2,West Ridge,41.876265763,-87.651863802
2,West Ridge,41.881287892,-87.678782445
2,West Ridge,41.878650654,-87.641788184
2,West Ridge,41.873761627,-87.699545765
2,West Ridge,41.866859553,-87.667012497
2,West Ridge,,
2,West Ridge,41.879876538,-87.701170829
2,West Ridge,41.877921132,-87.624310162
2,West Ridge,41.841999468,-87.621301202
2,West Ridge,41.863967977,-87.618770371
2,West Ridge,41.874508398,-87.627608412
2,West Ridge,41.863634892,-87.619045744
2,West Ridge,41.862859101,-87.624050746
2,West Ridge,41.878115609,-87.634097494
2,West Ridge,,
2,West Ridge,41.875140835,-87.624249098
2,West Ridge,41.87763473,-87.679645914
2,West Ridge,41.869371524,-87.659654473
2,West Ridge,41.881224278,-87.68255807
2,West Ridge,41.865996768,-87.665879687
2,West Ridge,41.877565108,-87.68479102
2,West Ridge,41.828589411,-87.619277694
2,West Ridge,41.866843668,-87.625816668
2,West Ridge,41.877161446,-87.676536946
2,West Ridge,41.880328368,-87.699998646
2,West Ridge,,
2,West Ridge,41.881441785,-87.667837814
2,West Ridge,41.853974346,-87.620687551
2,West Ridge,41.866993033,-87.656984681
2,West Ridge,41.866810739,-87.625817031
2,West Ridge,41.878834665,-87.670670287
2,West Ridge,41.879291281,-87.692620729
2,West Ridge,41.881262573,-87.680119369
2,West Ridge,,
2,West Ridge,41.882223308,-87.677274635
2,West Ridge,41.85102174,-87.618954852
2,West Ridge,41.873950808,-87.630658415
3,Uptown,41.802062624,-87.618732403
3,Uptown,41.794509508,-87.633301738
3,Uptown,41.830651986,-87.62664099
3,Uptown,41.840859176,-87.626847966
3,Uptown,41.85601393,-87.62388779
3,Uptown,41.841855999,-87.628741678
3,Uptown,41.830220698,-87.631492793
3,Uptown,41.809210768,-87.627496597
3,Uptown,41.817274206,-87.634352524
3,Uptown,41.823857542,-87.615195457
3,Uptown,41.809347098,-87.618919216
3,Uptown,41.826837914,-87.632538728
3,Uptown,41.804775828,-87.619472488
3,Uptown,41.8084942,-87.61812907
3,Uptown,41.7920523,-87.627743547
3,Uptown,,
3,Uptown,41.819239636,-87.621480018
3,Uptown,41.8020092,-87.622063199
3,Uptown,41.801583507,-87.633177068
3,Uptown,41.811367308,-87.665042216
3,Uptown,41.794678414,-87.623262756
3,Uptown,41.814106994,-87.621342434
3,Uptown,41.795072291,-87.615986295
3,Uptown,41.806763004,-87.619523786
3,Uptown,41.793935909,-87.625680278
3,Uptown,41.794766069,-87.618369729
3,Uptown,41.79160048,-87.641441198
3,Uptown,41.808039201,-87.657656501
3,Uptown,41.793935909,-87.625680278
3,Uptown,41.808540691,-87.621194998
3,Uptown,41.802062624,-87.618732403
3,Uptown,41.789978315,-87.641392637
3,Uptown,41.815788588,-87.623011278
3,Uptown,41.827797157,-87.631434876
3,Uptown,41.823039895,-87.616976635
3,Uptown,41.854770868,-87.630148953
3,Uptown,41.797483144,-87.624163306
3,Uptown,41.841350479,-87.626860911
3,Uptown,41.811108036,-87.622314691
3,Uptown,41.837862186,-87.621915865
3,Uptown,41.80860717,-87.633350017
3,Uptown,41.81239833,-87.612704367
3,Uptown,41.79001401,-87.641395921
3,Uptown,41.816216158,-87.627375659
3,Uptown,41.861423011,-87.625692878
3,Uptown,41.827185501,-87.621674516
3,Uptown,41.816469966,-87.627592979
3,Uptown,41.8228367,-87.632527329
3,Uptown,41.840524223,-87.629057214
3,Uptown,41.799596591,-87.6193466
3,Uptown,41.797471952,-87.633075129
3,Uptown,41.826913791,-87.621670187
3,Uptown,41.799234303,-87.619339619
3,Uptown,41.828988193,-87.626516192
3,Uptown,41.827797157,-87.631434876
3,Uptown,41.808659638,-87.660969527
3,Uptown,41.817493967,-87.621429649
3,Uptown,41.794530106,-87.632179351
3,Uptown,41.837871585,-87.623435005
3,Uptown,41.837871585,-87.623435005
3,Uptown,41.795444742,-87.622484174
3,Uptown,41.793834595,-87.629289876
3,Uptown,41.824379075,-87.627612526
3,Uptown,41.808451052,-87.613856341
3,Uptown,41.82386008,-87.615162409
3,Uptown,41.808621138,-87.624440288
3,Uptown,41.82386008,-87.615162409
3,Uptown,41.80334033,-87.624307781
3,Uptown,41.802684153,-87.614984482
3,Uptown,41.809996795,-87.616604776
3,Uptown,,
3,Uptown,41.844000177,-87.628442902
3,Uptown,41.814679746,-87.626545144
3,Uptown,41.835606057,-87.621860122
3,Uptown,41.844023772,-87.626923253
3,Uptown,41.845267108,-87.626953617
3,Uptown,41.795527011,-87.631849434
3,Uptown,41.81691816,-87.633567673
3,Uptown,41.799580127,-87.619346782
3,Uptown,41.805787176,-87.613548705
3,Uptown,41.794533814,-87.631438536
3,Uptown,41.858594819,-87.627214427
3,Uptown,41.806582764,-87.622764529
3,Uptown,41.811354074,-87.667489017
3,Uptown,41.822455269,-87.616961139
3,Uptown,41.822393056,-87.62640896
3,Uptown,,
3,Uptown,41.793457578,-87.631809658
3,Uptown,41.793874307,-87.618390641
3,Uptown,41.801173,-87.642885948
3,Uptown,41.844023772,-87.626923253
3,Uptown,41.81970875,-87.613528562
3,Uptown,41.809685228,-87.667432938
3,Uptown,41.806848597,-87.616522494
3,Uptown,41.808914825,-87.613854819
3,Uptown,41.841471897,-87.629204627
3,Uptown,41.820248497,-87.616020877
3,Uptown,41.831050399,-87.622717815
3,Uptown,41.822455269,-87.616961139
3,Uptown,41.816321863,-87.631189677
3,Uptown,41.841471897,-87.629204627
3,Uptown,41.794205624,-87.630275954
3,Uptown,41.845267108,-87.626953617
3,Uptown,41.821192368,-87.613801775
3,Uptown,,
3,Uptown,41.841471897,-87.629204627
3,Uptown,41.799459322,-87.6242112
3,Uptown,41.808754956,-87.618137174
3,Uptown,,
3,Uptown,41.844000177,-87.628442902
3,Uptown,,
3,Uptown,41.818456172,-87.61553095
3,Uptown,41.814896599,-87.612423245
3,Uptown,41.856291443,-87.630191028
3,Uptown,41.828241622,-87.626495052
3,Uptown,41.794533814,-87.631438536
3,Uptown,41.860568255,-87.627266135
3,Uptown,41.810627063,-87.613824655
3,Uptown,,
3,Uptown,41.830871136,-87.631500365
3,Uptown,41.821348554,-87.619923132
3,Uptown,41.797250787,-87.622533896
3,Uptown,41.80860717,-87.633350017
3,Uptown,41.816039143,-87.626258734
3,Uptown,41.793834595,-87.629289876
3,Uptown,,
3,Uptown,41.858594819,-87.627214427
3,Uptown,41.814078945,-87.634651385
3,Uptown,,
3,Uptown,41.806896799,-87.618091819
3,Uptown,41.795991039,-87.630542489
3,Uptown,41.824271341,-87.633777453
3,Uptown,41.814013901,-87.618284096
3,Uptown,41.820937182,-87.627518247
3,Uptown,41.808634077,-87.645527495
3,Uptown,41.793386662,-87.634131727
3,Uptown,41.806763004,-87.619523786
3,Uptown,41.819697049,-87.623111162
3,Uptown,41.821255232,-87.619920499
3,Uptown,41.82618602,-87.63139377
3,Uptown,41.788506235,-87.642570861
3,Uptown,41.81399709,-87.626207828
3,Uptown,41.823822003,-87.617855783
3,Uptown,41.808634077,-87.645527495
3,Uptown,41.823320055,-87.623203203
3,Uptown,41.793409766,-87.632968994
3,Uptown,41.861626117,-87.625697981
3,Uptown,41.816039143,-87.626258734
3,Uptown,41.844112707,-87.628445336
3,Uptown,41.799095213,-87.631953551
3,Uptown,41.825134315,-87.633085635
3,Uptown,41.808877708,-87.611438013
3,Uptown,41.830871136,-87.631500365
3,Uptown,41.808659638,-87.660969527
3,Uptown,41.844000177,-87.628442902
3,Uptown,41.806977592,-87.616524724
3,Uptown,41.802719637,-87.616271436
3,Uptown,41.807944221,-87.656439734
3,Uptown,41.842991774,-87.626897905
3,Uptown,41.845577671,-87.627475027
3,Uptown,41.80171934,-87.630703621
3,Uptown,41.818707105,-87.631266342
3,Uptown,41.844023772,-87.626923253
3,Uptown,,
3,Uptown,41.819310043,-87.623100764
3,Uptown,41.799227087,-87.646511957
3,Uptown,41.797501612,-87.641594102
3,Uptown,41.839804007,-87.627964177
3,Uptown,41.795246513,-87.643536319
3,Uptown,41.795246513,-87.643536319
3,Uptown,41.823629034,-87.632852555
3,Uptown,41.824227751,-87.632479139
3,Uptown,41.809368812,-87.617558131
3,Uptown,41.812668867,-87.609902474
3,Uptown,41.85990797,-87.625658189
3,Uptown,41.797399927,-87.620914942
3,Uptown,,
3,Uptown,41.812461985,-87.622923314
3,Uptown,41.794533814,-87.631438536
3,Uptown,41.802013144,-87.621813757
3,Uptown,41.858467962,-87.630244273
3,Uptown,41.858467962,-87.630244273
3,Uptown,41.794404337,-87.620218346
3,Uptown,41.821347845,-87.618484999
3,Uptown,41.841471897,-87.629204627
3,Uptown,,
3,Uptown,41.811165468,-87.618744949
3,Uptown,41.809582055,-87.666205207
3,Uptown,41.802071476,-87.64535562
3,Uptown,,
3,Uptown,41.795991039,-87.630542489
3,Uptown,41.840672583,-87.629084946
3,Uptown,41.814382204,-87.608305812
3,Uptown,41.821499524,-87.619928793
3,Uptown,41.811428863,-87.663831082
3,Uptown,41.821164532,-87.615493365
3,Uptown,41.811428863,-87.663831082
3,Uptown,41.803085105,-87.619432573
3,Uptown,41.79728646,-87.622533502
3,Uptown,41.856048879,-87.628226184
3,Uptown,41.81691816,-87.633567673
3,Uptown,41.797786838,-87.616058709
3,Uptown,41.813212854,-87.633479616
3,Uptown,41.824845242,-87.623101964
3,Uptown,41.821367762,-87.619922919
3,Uptown,41.828312991,-87.626497936
3,Uptown,41.806277622,-87.61386232
3,Uptown,41.790219863,-87.641401041
3,Uptown,41.815839859,-87.619771503
3,Uptown,41.821153535,-87.624771671
3,Uptown,41.806889511,-87.656751605
3,Uptown,41.809220836,-87.626902264
3,Uptown,41.806277622,-87.61386232
3,Uptown,41.799444575,-87.625825053
3,Uptown,41.801609105,-87.617736187
3,Uptown,41.799266223,-87.616093556
3,Uptown,41.80989891,-87.665006126
3,Uptown,41.858594819,-87.627214427
3,Uptown,41.810605637,-87.619627851
3,Uptown,41.81034488,-87.619619741
3,Uptown,41.797315709,-87.624157817
3,Uptown,41.808912847,-87.632624089
3,Uptown,41.808723632,-87.655980364
3,Uptown,41.814142896,-87.618286329
3,Uptown,41.832156013,-87.626668478
3,Uptown,41.809125265,-87.631906508
3,Uptown,41.801448349,-87.621013135
3,Uptown,41.802946964,-87.621051552
3,Uptown,41.798448213,-87.61693885
3,Uptown,41.841103444,-87.626852618
3,Uptown,41.819357782,-87.615330113
3,Uptown,,
3,Uptown,41.799141876,-87.622579012
3,Uptown,41.82671713,-87.632532707
3,Uptown,41.794670403,-87.631785431
3,Uptown,41.791759661,-87.641443153
3,Uptown,41.812097846,-87.621287653
3,Uptown,41.791583362,-87.634081651
3,Uptown,41.812400702,-87.61967762
3,Uptown,41.799266223,-87.616093556
3,Uptown,41.809448517,-87.612311935
3,Uptown,41.803105207,-87.622674584
3,Uptown,41.826165112,-87.624859504
3,Uptown,41.828439817,-87.621704653
3,Uptown,41.815981636,-87.621391371
3,Uptown,41.82467357,-87.626413225
3,Uptown,41.797450193,-87.624160002
3,Uptown,41.814105006,-87.608301602
3,Uptown,41.809456016,-87.611757976
3,Uptown,41.817903888,-87.619825629
3,Uptown,41.812476849,-87.6182425
3,Uptown,41.795444742,-87.622484174
3,Uptown,41.799194036,-87.622582104
3,Uptown,41.799596591,-87.6193466
3,Uptown,41.830485536,-87.630822096
3,Uptown,41.808001847,-87.656439128
3,Uptown,41.861161041,-87.627270627
3,Uptown,41.810008546,-87.611469333
3,Uptown,41.794583892,-87.629307346
3,Uptown,41.811925474,-87.613883488
3,Uptown,41.831050285,-87.622699469
3,Uptown,41.799545321,-87.617722474
3,Uptown,41.809317464,-87.620775574
3,Uptown,41.80293137,-87.624297619
3,Uptown,41.809125265,-87.631906508
3,Uptown,41.858594819,-87.627214427
3,Uptown,41.81691816,-87.633567673
3,Uptown,41.813181381,-87.634620789
3,Uptown,41.793368978,-87.643919497
3,Uptown,41.819656017,-87.628478823
3,Uptown,41.809368583,-87.617521453
3,Uptown,41.794766069,-87.618369729
3,Uptown,41.80859321,-87.665577234
3,Uptown,41.808659359,-87.660921846
3,Uptown,41.794581436,-87.629802445
3,Uptown,41.795991039,-87.630542489
3,Uptown,41.824976728,-87.633795457
3,Uptown,41.795900375,-87.622497476
3,Uptown,41.822978925,-87.619967404
3,Uptown,41.793935909,-87.625680278
3,Uptown,41.835631433,-87.62507803
3,Uptown,41.825009605,-87.624831885
3,Uptown,41.815933131,-87.624642127
3,Uptown,41.811401934,-87.666278027
3,Uptown,41.795470472,-87.645187848
3,Uptown,41.814679746,-87.626545144
3,Uptown,41.804847176,-87.624346184
3,Uptown,41.799141876,-87.622579012
3,Uptown,41.799149172,-87.624203617
3,Uptown,41.80677581,-87.621144854
3,Uptown,41.794509508,-87.633301738
3,Uptown,41.807090122,-87.616527137
3,Uptown,41.808712454,-87.628576793
3,Uptown,41.821355192,-87.628555575
3,Uptown,41.814267135,-87.619730267
3,Uptown,41.823182522,-87.632534564
3,Uptown,,
3,Uptown,41.816526451,-87.6238432
3,Uptown,,
3,Uptown,41.840859176,-87.626847966
3,Uptown,41.80931685,-87.620676544
3,Uptown,41.802809602,-87.625912736
3,Uptown,41.832104943,-87.623282237
3,Uptown,41.815664722,-87.616765357
3,Uptown,41.809349272,-87.618827491
3,Uptown,41.818180759,-87.634056519
3,Uptown,41.793461345,-87.645135997
3,Uptown,41.794672085,-87.623570871
3,Uptown,41.815664722,-87.616765357
3,Uptown,41.794645738,-87.62597318
3,Uptown,41.796143475,-87.644381179
3,Uptown,41.793983796,-87.643021786
3,Uptown,41.824933076,-87.623104662
3,Uptown,41.801925556,-87.627187789
3,Uptown,41.811263497,-87.667486287
3,Uptown,41.816039143,-87.626258734
3,Uptown,41.796005609,-87.620879042
3,Uptown,41.796005609,-87.620879042
3,Uptown,41.796005609,-87.620879042
3,Uptown,41.793370197,-87.634131906
3,Uptown,41.808833439,-87.622824022
3,Uptown,41.821355192,-87.628555575
3,Uptown,41.826030043,-87.632815375
3,Uptown,41.832005124,-87.621786251
3,Uptown,41.795991039,-87.630542489
3,Uptown,41.812579042,-87.624547045
3,Uptown,41.80096518,-87.616133291
3,Uptown,41.816548698,-87.622558996
4,Lincoln Square,41.823125769,-87.602725951
4,Lincoln Square,41.828762287,-87.614436164
4,Lincoln Square,41.826368014,-87.610298621
4,Lincoln Square,41.801393686,-87.605723566
4,Lincoln Square,41.809652033,-87.595953781
4,Lincoln Square,41.812244589,-87.604430616
4,Lincoln Square,,
4,Lincoln Square,41.826480161,-87.60632748
4,Lincoln Square,41.801913694,-87.590497075
4,Lincoln Square,41.825035599,-87.605723772
